Names from Northumberland and Durham, 1530-1830.
Created by Douglas Galbi
For source and data description, see
http://www.galbithink.org/names/engb1800.htm

"rn","placeid","year","gname-r","gname","sex"
27285,"EAS",1790,"George","George",2
27285,"EAS",1790,"Hannah","Hannah",1
27286,"EAS",1791,"Robert","Robert",2
27286,"EAS",1791,"Jane","Jane",1
27287,"EAS",1791,"John","John",2
27287,"EAS",1791,"Ann","Ann",1
27288,"EAS",1791,"Peter","Peter",2
27288,"EAS",1791,"Isabella","Isabella",1
27289,"EAS",1791,"John","John",2
27289,"EAS",1791,"Ann","Ann",1
27290,"EAS",1791,"John","John",2
27290,"EAS",1791,"Rachael","Rachel",1
27291,"EAS",1792,"Thomas","Thomas",2
27291,"EAS",1792,"Ann","Ann",1
27292,"EAS",1792,"Peter","Peter",2
27292,"EAS",1792,"Margaret","Margaret",1
27293,"EAS",1792,"William","William",2
27293,"EAS",1792,"Jane","Jane",1
27294,"EAS",1792,"John","John",2
27294,"EAS",1792,"Mary","Mary",1
27295,"EAS",1792,"Anthony","Anthony",2
27295,"EAS",1792,"Margaret","Margaret",1
27296,"EAS",1793,"James","James",2
27296,"EAS",1793,"Sarah","Sarah",1
27297,"EAS",1793,"Thomas","Thomas",2
27297,"EAS",1793,"Isabella","Isabella",1
27298,"EAS",1793,"George","George",2
27298,"EAS",1793,"Elizabeth","Elizabet",1
27299,"EAS",1793,"James","James",2
27299,"EAS",1793,"Elizabeth","Elizabet",1
27300,"EAS",1793,"Richard","Richard",2
27300,"EAS",1793,"Jane","Jane",1
27301,"EAS",1794,"Robert","Robert",2
27301,"EAS",1794,"Ann","Ann",1
27302,"EAS",1794,"John","John",2
27302,"EAS",1794,"Isabella","Isabella",1
27303,"EAS",1794,"Bradberry","Bradberr",2
27303,"EAS",1794,"Mary","Mary",1
27304,"EAS",1794,"Thomas","Thomas",2
27304,"EAS",1794,"Ann","Ann",1
27305,"EAS",1794,"Thomas","Thomas",2
27305,"EAS",1794,"Ann","Ann",1
27306,"EAS",1794,"Jonathan","John",2
27306,"EAS",1794,"Ann","Ann",1
27307,"EAS",1794,"Robert","Robert",2
27307,"EAS",1794,"Margaret","Margaret",1
27308,"EAS",1794,"Richard","Richard",2
27308,"EAS",1794,"Ursella","Ursella",1
27309,"EAS",1794,"William","William",2
27309,"EAS",1794,"Sarah","Sarah",1
27310,"EAS",1794,"Edward","Edward",2
27310,"EAS",1794,"Ann","Ann",1
27311,"EAS",1794,"Phillip","Philip",2
27311,"EAS",1794,"Ann","Ann",1
27312,"EAS",1795,"Francis","Francis",2
27312,"EAS",1795,"Mary","Mary",1
27313,"EAS",1795,"Ralph","Ralph",2
27313,"EAS",1795,"Isabella","Isabella",1
27314,"EAS",1795,"William","William",2
27314,"EAS",1795,"Ann","Ann",1
27315,"EAS",1795,"James","James",2
27315,"EAS",1795,"Mary","Mary",1
27316,"EAS",1796,"Anthony","Anthony",2
27316,"EAS",1796,"Mary","Mary",1
27317,"EAS",1796,"Robert","Robert",2
27317,"EAS",1796,"Margaret","Margaret",1
27318,"EAS",1796,"Cuthbert","Cuthbert",2
27318,"EAS",1796,"Jane","Jane",1
27319,"EAS",1796,"Robert","Robert",2
27319,"EAS",1796,"Ann","Ann",1
27320,"EAS",1796,"William","William",2
27320,"EAS",1796,"Elizabeth","Elizabet",1
27321,"EAS",1797,"John","John",2
27321,"EAS",1797,"Ann","Ann",1
27322,"EAS",1797,"William","William",2
27322,"EAS",1797,"Hannah","Hannah",1
27323,"EAS",1797,"John","John",2
27323,"EAS",1797,"Hannah","Hannah",1
27324,"EAS",1797,"John","John",2
27324,"EAS",1797,"Ann","Ann",1
27325,"EAS",1797,"John","John",2
27325,"EAS",1797,"Mary","Mary",1
27326,"EAS",1797,"Robert","Robert",2
27326,"EAS",1797,"Elizabeth","Elizabet",1
27327,"EAS",1797,"George","George",2
27327,"EAS",1797,"Elizabeth","Elizabet",1
27328,"EAS",1797,"Matthew","Matthew",2
27328,"EAS",1797,"Margaret","Margaret",1
27329,"EAS",1798,"Emmerson","Emerson",2
27329,"EAS",1798,"Sarah","Sarah",1
27330,"EAS",1798,"Michael","Michael",2
27330,"EAS",1798,"Jane","Jane",1
27331,"EAS",1798,"Edward","Edward",2
27331,"EAS",1798,"Elizabeth","Elizabet",1
27332,"EAS",1798,"Robert","Robert",2
27332,"EAS",1798,"Margaret","Margaret",1
27333,"EAS",1799,"Henry","Henry",2
27333,"EAS",1799,"Ann","Ann",1
27334,"EAS",1799,"William","William",2
27334,"EAS",1799,"Mary","Mary",1
27335,"EAS",1799,"William","William",2
27335,"EAS",1799,"Mary","Mary",1
27336,"EAS",1799,"John","John",2
27336,"EAS",1799,"Mary","Mary",1
27337,"EAS",1799,"William","William",2
27337,"EAS",1799,"Grace","Grace",1
27338,"EAS",1799,"William","William",2
27338,"EAS",1799,"Jane","Jane",1
27339,"EAS",1799,"Thomas","Thomas",2
27339,"EAS",1799,"Margaret","Margaret",1
27340,"EAS",1799,"William","William",2
27340,"EAS",1799,"Barbary","Barbara",1
27341,"EAS",1799,"Samuel","Samuel",2
27341,"EAS",1799,"Ann","Ann",1
27342,"EAS",1799,"Thomas","Thomas",2
27342,"EAS",1799,"Frances","Frances",1
27343,"EAS",1800,"Christopher","Christop",2
27343,"EAS",1800,"Jane","Jane",1
27344,"EAS",1800,"William","William",2
27344,"EAS",1800,"Elizabeth","Elizabet",1
27345,"EAS",1800,"Anthony","Anthony",2
27345,"EAS",1800,"Jane","Jane",1
27346,"EAS",1800,"Ninion","Ninion",2
27346,"EAS",1800,"Mary","Mary",1
27347,"EAS",1801,"George","George",2
27347,"EAS",1801,"Dorothy","Dorothy",1
27348,"EAS",1801,"Benjamin","Benjamin",2
27348,"EAS",1801,"Elizabeth","Elizabet",1
27349,"EAS",1801,"William","William",2
27349,"EAS",1801,"Mary","Mary",1
27350,"EAS",1801,"Matthew","Matthew",2
27350,"EAS",1801,"Jane","Jane",1
27351,"EAS",1801,"Thomas","Thomas",2
27351,"EAS",1801,"Ann","Ann",1
27352,"EAS",1802,"William","William",2
27352,"EAS",1802,"Jane","Jane",1
27353,"EAS",1802,"Thomas","Thomas",2
27353,"EAS",1802,"Elizabeth","Elizabet",1
27354,"EAS",1802,"Robert","Robert",2
27354,"EAS",1802,"Mary","Mary",1
27355,"EAS",1802,"John","John",2
27355,"EAS",1802,"Mary","Mary",1
27356,"EAS",1802,"John","John",2
27356,"EAS",1802,"Isabella","Isabella",1
27357,"EAS",1802,"Robert","Robert",2
27357,"EAS",1802,"Frances","Frances",1
27358,"EAS",1802,"John","John",2
27358,"EAS",1802,"Ann","Ann",1
27359,"EAS",1802,"Robert","Robert",2
27359,"EAS",1802,"Jane","Jane",1
27360,"EAS",1803,"James","James",2
27360,"EAS",1803,"Margaret","Margaret",1
27361,"EAS",1803,"William","William",2
27361,"EAS",1803,"Jane","Jane",1
27362,"EAS",1804,"Thomas","Thomas",2
27362,"EAS",1804,"Isabella","Isabella",1
27363,"EAS",1804,"Crooks","Crooks",2
27363,"EAS",1804,"Margaret","Margaret",1
27364,"EAS",1804,"Thomas","Thomas",2
27364,"EAS",1804,"Margaret","Margaret",1
27365,"EAS",1805,"Ralph","Ralph",2
27365,"EAS",1805,"Margaret","Margaret",1
27366,"EAS",1805,"John","John",2
27366,"EAS",1805,"Jane","Jane",1
27367,"EAS",1805,"Robert","Robert",2
27367,"EAS",1805,"Ann","Ann",1
27368,"EAS",1805,"David","David",2
27368,"EAS",1805,"Margaret","Margaret",1
27369,"EAS",1805,"Ninian","Ninian",2
27369,"EAS",1805,"Elizabeth","Elizabet",1
27370,"EAS",1805,"Thomas","Thomas",2
27370,"EAS",1805,"Hannah","Hannah",1
27371,"EAS",1805,"Ralph","Ralph",2
27371,"EAS",1805,"Alice","Alice",1
27372,"EAS",1805,"William","William",2
27372,"EAS",1805,"Hannah","Hannah",1
27373,"EAS",1805,"John","John",2
27373,"EAS",1805,"Isabella","Isabella",1
27374,"EAS",1806,"William","William",2
27374,"EAS",1806,"Margaret","Margaret",1
27375,"EAS",1806,"James","James",2
27375,"EAS",1806,"Dorothy","Dorothy",1
27376,"EAS",1806,"Henry","Henry",2
27376,"EAS",1806,"Margaret","Margaret",1
27377,"EAS",1806,"William","William",2
27377,"EAS",1806,"Penelope","Penelope",1
27378,"EAS",1807,"Cuthbert","Cuthbert",2
27378,"EAS",1807,"Elizabeth","Elizabet",1
27379,"EAS",1807,"Anthony","Anthony",2
27379,"EAS",1807,"Frances","Frances",1
27380,"EAS",1807,"William","William",2
27380,"EAS",1807,"Elizabeth","Elizabet",1
27381,"EAS",1807,"Thomas","Thomas",2
27381,"EAS",1807,"Hannah","Hannah",1
27382,"EAS",1807,"John","John",2
27382,"EAS",1807,"Barbara","Barbara",1
27383,"EAS",1808,"Robert","Robert",2
27383,"EAS",1808,"Elizabeth","Elizabet",1
27384,"EAS",1808,"Joseph","Joseph",2
27384,"EAS",1808,"Jane","Jane",1
27385,"EAS",1809,"Thomas","Thomas",2
27385,"EAS",1809,"Jane","Jane",1
27386,"EAS",1809,"Christopher","Christop",2
27386,"EAS",1809,"Mary","Mary",1
27387,"EAS",1809,"Thomas","Thomas",2
27387,"EAS",1809,"Barbara","Barbara",1
27388,"EAS",1809,"Percival","Percy",2
27388,"EAS",1809,"Hannah","Hannah",1
27389,"EAS",1809,"Richard","Richard",2
27389,"EAS",1809,"Elizabeth","Elizabet",1
27390,"EAS",1809,"George","George",2
27390,"EAS",1809,"Ann","Ann",1
27391,"EAS",1809,"Thomas","Thomas",2
27391,"EAS",1809,"Ann","Ann",1
27392,"EAS",1809,"Thomas","Thomas",2
27392,"EAS",1809,"Elizabeth","Elizabet",1
27393,"EAS",1809,"John","John",2
27393,"EAS",1809,"Jane","Jane",1
27394,"EAS",1809,"John","John",2
27394,"EAS",1809,"Margaret","Margaret",1
27395,"EAS",1809,"William","William",2
27395,"EAS",1809,"Ann","Ann",1
27396,"EAS",1809,"John","John",2
27396,"EAS",1809,"Elizabeth","Elizabet",1
27397,"EAS",1809,"John","John",2
27397,"EAS",1809,"Mary","Mary",1
27398,"EAS",1809,"George","George",2
27398,"EAS",1809,"Margaret","Margaret",1
27399,"EAS",1810,"Joseph","Joseph",2
27399,"EAS",1810,"Elizabeth","Elizabet",1
27400,"EAS",1810,"John","John",2
27400,"EAS",1810,"Elizabeth","Elizabet",1
27401,"EAS",1810,"Richard","Richard",2
27401,"EAS",1810,"Elizabeth","Elizabet",1
27402,"EAS",1811,"John","John",2
27402,"EAS",1811,"Jane","Jane",1
27403,"EAS",1811,"John","John",2
27403,"EAS",1811,"Mary","Mary",1
27404,"EAS",1811,"Thomas","Thomas",2
27404,"EAS",1811,"Sarah","Sarah",1
27405,"EAS",1812,"William","William",2
27405,"EAS",1812,"Jane","Jane",1
27406,"EAS",1812,"John","John",2
27406,"EAS",1812,"Jane","Jane",1
27407,"EAS",1812,"William","William",2
27407,"EAS",1812,"Ann","Ann",1
27408,"EAS",1812,"William","William",2
27408,"EAS",1812,"Elizabeth","Elizabet",1
27409,"EAS",1812,"Robert","Robert",2
27409,"EAS",1812,"Ann","Ann",1
27410,"EAS",1813,"Thomas","Thomas",2
27410,"EAS",1813,"Ann","Ann",1
27411,"EAS",1813,"John","John",2
27411,"EAS",1813,"Ann","Ann",1
27412,"EAS",1813,"John","John",2
27412,"EAS",1813,"Ann","Ann",1
27413,"EAS",1813,"Robert","Robert",2
27413,"EAS",1813,"Elizabeth","Elizabet",1
27414,"EAS",1813,"Christopher","Christop",2
27414,"EAS",1813,"Elizabeth","Elizabet",1
27415,"EAS",1813,"George","George",2
27415,"EAS",1813,"Sarah","Sarah",1
27416,"EAS",1813,"William","William",2
27416,"EAS",1813,"Ann","Ann",1
27417,"EAS",1813,"Jackson","Jack",2
27417,"EAS",1813,"Eleanor","Ellen",1
27418,"EAS",1814,"Ambrose","Ambrose",2
27418,"EAS",1814,"Hannah","Hannah",1
27419,"EAS",1814,"George","George",2
27419,"EAS",1814,"Margaret","Margaret",1
27420,"EAS",1815,"Humphrey","Humphrey",2
27420,"EAS",1815,"Jane","Jane",1
27421,"EAS",1815,"Edward","Edward",2
27421,"EAS",1815,"Elizabeth","Elizabet",1
27422,"EAS",1815,"Thomas","Thomas",2
27422,"EAS",1815,"Mary","Mary",1
27423,"EAS",1816,"Joseph","Joseph",2
27423,"EAS",1816,"Mary","Mary",1
27424,"EAS",1816,"William","William",2
27424,"EAS",1816,"Ann","Ann",1
27425,"EAS",1816,"John","John",2
27425,"EAS",1816,"Sarah","Sarah",1
27426,"EAS",1816,"Thomas","Thomas",2
27426,"EAS",1816,"Tamar","Tamar",1
27427,"EAS",1816,"William","William",2
27427,"EAS",1816,"Jane","Jane",1
27428,"EAS",1817,"Edward","Edward",2
27428,"EAS",1817,"Sarah","Sarah",1
27429,"EAS",1817,"John","John",2
27429,"EAS",1817,"Elizabeth","Elizabet",1
27430,"EAS",1817,"Jacob","Jacob",2
27430,"EAS",1817,"Alice","Alice",1
27431,"EAS",1817,"John","John",2
27431,"EAS",1817,"Dorothy","Dorothy",1
27432,"EAS",1817,"Thomas","Thomas",2
27432,"EAS",1817,"Ann","Ann",1
27433,"EAS",1817,"Robert","Robert",2
27433,"EAS",1817,"Mary","Mary",1
27434,"EAS",1817,"George","George",2
27434,"EAS",1817,"Ann","Ann",1
27435,"EAS",1818,"John","John",2
27435,"EAS",1818,"Elizabeth","Elizabet",1
27436,"EAS",1818,"Samuel","Samuel",2
27436,"EAS",1818,"Mary","Mary",1
27437,"EAS",1818,"Simon","Simon",2
27437,"EAS",1818,"Hannah","Hannah",1
27438,"EAS",1819,"John","John",2
27438,"EAS",1819,"Ann","Ann",1
27439,"EAS",1819,"Mark","Mark",2
27439,"EAS",1819,"Elizabeth","Elizabet",1
27440,"EAS",1819,"Thomas","Thomas",2
27440,"EAS",1819,"Mary","Mary",1
27441,"EAS",1819,"William","William",2
27441,"EAS",1819,"Christian","Christia",1
27442,"EAS",1820,"John","John",2
27442,"EAS",1820,"Anastasia","Anastasi",1
27443,"EAS",1820,"Thomas","Thomas",2
27443,"EAS",1820,"Elizabeth","Elizabet",1
27444,"EAS",1820,"Robert","Robert",2
27444,"EAS",1820,"Mary","Mary",1
27445,"EAS",1820,"William","William",2
27445,"EAS",1820,"Ann","Ann",1
27446,"EAS",1820,"Joseph","Joseph",2
27446,"EAS",1820,"Ann","Ann",1
27447,"EAS",1821,"Thomas","Thomas",2
27447,"EAS",1821,"Mary","Mary",1
27448,"EAS",1821,"Henry","Henry",2
27448,"EAS",1821,"Elizabeth","Elizabet",1
27449,"EAS",1821,"Edward","Edward",2
27449,"EAS",1821,"Ann","Ann",1
27450,"EAS",1821,"Edward","Edward",2
27450,"EAS",1821,"Jane","Jane",1
27451,"EAS",1821,"Thomas","Thomas",2
27451,"EAS",1821,"Isabella","Isabella",1
27452,"EAS",1822,"James","James",2
27452,"EAS",1822,"Catherine","Catherin",1
27453,"EAS",1822,"William","William",2
27453,"EAS",1822,"Mary","Mary",1
27454,"EAS",1822,"John","John",2
27454,"EAS",1822,"Mary","Mary",1
27455,"EAS",1822,"John","John",2
27455,"EAS",1822,"Magdalen","Margaret",1
27456,"EAS",1822,"Thomas","Thomas",2
27456,"EAS",1822,"Ann","Ann",1
27457,"EAS",1822,"George","George",2
27457,"EAS",1822,"Jane","Jane",1
27458,"EAS",1822,"John","John",2
27458,"EAS",1822,"Jane","Jane",1
27459,"EAS",1822,"John","John",2
27459,"EAS",1822,"Isabella","Isabella",1
27460,"EAS",1822,"William","William",2
27460,"EAS",1822,"Ann","Ann",1
27461,"EAS",1823,"James","James",2
27461,"EAS",1823,"Mary","Mary",1
27462,"EAS",1823,"John","John",2
27462,"EAS",1823,"Sarah","Sarah",1
27463,"EAS",1823,"James","James",2
27463,"EAS",1823,"Ann","Ann",1
27464,"EAS",1823,"John","John",2
27464,"EAS",1823,"Mary","Mary",1
27465,"EAS",1823,"James","James",2
27465,"EAS",1823,"Rebecca","Rebecca",1
27466,"EAS",1823,"Joseph","Joseph",2
27466,"EAS",1823,"Mary","Mary",1
27467,"EAS",1823,"John","John",2
27467,"EAS",1823,"Dorothy","Dorothy",1
27468,"EAS",1823,"George","George",2
27468,"EAS",1823,"Eleanor","Ellen",1
27469,"EAS",1824,"Joseph","Joseph",2
27469,"EAS",1824,"Elizabeth","Elizabet",1
27470,"EAS",1824,"John","John",2
27470,"EAS",1824,"Ann","Ann",1
27471,"EAS",1824,"John","John",2
27471,"EAS",1824,"Elizabeth","Elizabet",1
27472,"EAS",1824,"Ralph","Ralph",2
27472,"EAS",1824,"Alice","Alice",1
27473,"EAS",1824,"John","John",2
27473,"EAS",1824,"Ann","Ann",1
27474,"EAS",1824,"Thomas","Thomas",2
27474,"EAS",1824,"Elizabeth","Elizabet",1
27475,"EAS",1824,"John","John",2
27475,"EAS",1824,"Jane","Jane",1
27476,"EAS",1825,"Robert","Robert",2
27476,"EAS",1825,"Ann","Ann",1
27477,"EAS",1825,"Matthew","Matthew",2
27477,"EAS",1825,"Susannah","Susan",1
27478,"EAS",1825,"Peter","Peter",2
27478,"EAS",1825,"Elizabeth","Elizabet",1
27479,"EAS",1825,"Robert","Robert",2
27479,"EAS",1825,"Ruth","Ruth",1
27480,"EAS",1827,"John","John",2
27480,"EAS",1827,"Ann","Ann",1
27481,"EAS",1827,"John","John",2
27481,"EAS",1827,"Ann","Ann",1
27482,"EAS",1827,"John","John",2
27482,"EAS",1827,"Margaret","Margaret",1
27483,"EAS",1827,"John","John",2
27483,"EAS",1827,"Eleanor","Ellen",1
27484,"EAS",1828,"John","John",2
27484,"EAS",1828,"Jane","Jane",1
27485,"EAS",1828,"Joseph","Joseph",2
27485,"EAS",1828,"Eliza","Elizabet",1
27486,"EAS",1828,"John","John",2
27486,"EAS",1828,"Elizabeth","Elizabet",1
27487,"EAS",1828,"Fenwick","Fenwick",2
27487,"EAS",1828,"Mary","Mary",1
27488,"EAS",1828,"George","George",2
27488,"EAS",1828,"Frances","Frances",1
27489,"EAS",1829,"George","George",2
27489,"EAS",1829,"Jane","Jane",1
27490,"EAS",1829,"William","William",2
27490,"EAS",1829,"Mary","Mary",1
27491,"EAS",1829,"William","William",2
27491,"EAS",1829,"Margery","Margaret",1
27492,"EAS",1829,"Lowenger","Lowenger",2
27492,"EAS",1829,"Hannah","Hannah",1
27493,"EAS",1829,"Anthony","Anthony",2
27493,"EAS",1829,"Jane","Jane",1
27494,"EAS",1829,"John","John",2
27494,"EAS",1829,"Elizabeth","Elizabet",1
27495,"EAS",1829,"John","John",2
27495,"EAS",1829,"Margaret","Margaret",1
27496,"EAS",1829,"John","John",2
27496,"EAS",1829,"Jane","Jane",1
27497,"EAS",1830,"Kirtley","Kirtley",2
27497,"EAS",1830,"Margaret","Margaret",1
27498,"EAS",1830,"George","George",2
27498,"EAS",1830,"Isabella","Isabella",1
27499,"EAS",1830,"Joseph","Joseph",2
27499,"EAS",1830,"Elizabeth","Elizabet",1
27500,"EAS",1830,"William","William",2
27500,"EAS",1830,"Sarah","Sarah",1
27501,"EAS",1831,"Anthony","Anthony",2
27501,"EAS",1831,"Jane","Jane",1
27502,"EAS",1831,"John","John",2
27502,"EAS",1831,"Mary","Mary",1
27503,"EAS",1831,"Thomas","Thomas",2
27503,"EAS",1831,"Dorothy","Dorothy",1
27504,"EAS",1831,"John","John",2
27504,"EAS",1831,"Mary","Mary",1
27505,"EAS",1831,"Richard","Richard",2
27505,"EAS",1831,"Hannah","Hannah",1
27506,"EAS",1831,"William","William",2
27506,"EAS",1831,"Mary","Mary",1
27507,"EAS",1832,"Ralph","Ralph",2
27507,"EAS",1832,"Elizabeth","Elizabet",1
27508,"EAS",1832,"Michael","Michael",2
27508,"EAS",1832,"Jane","Jane",1
27509,"EAS",1832,"John","John",2
27509,"EAS",1832,"Mary","Mary",1
27510,"EAS",1832,"Matthew","Matthew",2
27510,"EAS",1832,"Jane","Jane",1
27511,"EAS",1832,"Gulielmus","Julian",2
27511,"EAS",1832,"Alicia","Alice",1
27512,"EAS",1832,"John","John",2
27512,"EAS",1832,"Eleanor","Ellen",1
27513,"EAS",1832,"Henry","Henry",2
27513,"EAS",1832,"Margaret","Margaret",1
27514,"EAS",1832,"Thomas","Thomas",2
27514,"EAS",1832,"Mary","Mary",1
27515,"EAS",1832,"Ralph","Ralph",2
27515,"EAS",1832,"Jane","Jane",1
27516,"EAS",1832,"James","James",2
27516,"EAS",1832,"Rachel","Rachel",1
27517,"EAS",1832,"Thomas","Thomas",2
27517,"EAS",1832,"Margaret","Margaret",1
27518,"EAS",1833,"George","George",2
27518,"EAS",1833,"Elizabeth","Elizabet",1
27519,"EAS",1833,"John","John",2
27519,"EAS",1833,"Elizabeth","Elizabet",1
27520,"EAS",1833,"Joseph","Joseph",2
27520,"EAS",1833,"Rebecca","Rebecca",1
27521,"EAS",1833,"John","John",2
27521,"EAS",1833,"Margaret","Margaret",1
27522,"EAS",1833,"Henry","Henry",2
27522,"EAS",1833,"Mary","Mary",1
27523,"EAS",1833,"James","James",2
27523,"EAS",1833,"Ann","Ann",1
27524,"EAS",1833,"Robert","Robert",2
27524,"EAS",1833,"Hannah","Hannah",1
27525,"EAS",1833,"Luke","Luke",2
27525,"EAS",1833,"Violetta","Violet",1
27526,"EAS",1833,"Robert","Robert",2
27526,"EAS",1833,"Eliza","Elizabet",1
27527,"EAS",1833,"John","John",2
27527,"EAS",1833,"Elizabeth","Elizabet",1
27528,"EAS",1833,"George","George",2
27528,"EAS",1833,"Eleanor","Ellen",1
27529,"EAS",1833,"Thomas","Thomas",2
27529,"EAS",1833,"Mary","Mary",1
27530,"EAS",1833,"John","John",2
27530,"EAS",1833,"Hannah","Hannah",1
27531,"EAS",1833,"Andrew","Andrew",2
27531,"EAS",1833,"Jane","Jane",1
27532,"EAS",1833,"Joseph","Joseph",2
27532,"EAS",1833,"Elizabeth","Elizabet",1
27533,"EAS",1833,"Jackson","Jack",2
27533,"EAS",1833,"Margaret","Margaret",1
27534,"EAS",1834,"Thomas","Thomas",2
27534,"EAS",1834,"Mary","Mary",1
27535,"EAS",1834,"Thomas","Thomas",2
27535,"EAS",1834,"Ann","Ann",1
27536,"EAS",1834,"Robert","Robert",2
27536,"EAS",1834,"Jane","Jane",1
27537,"EAS",1834,"John","John",2
27537,"EAS",1834,"Margaret","Margaret",1
27538,"EAS",1834,"Surtees","Surtees",2
27538,"EAS",1834,"Ann","Ann",1
27539,"EAS",1834,"Joseph","Joseph",2
27539,"EAS",1834,"Jane","Jane",1
27540,"EAS",1834,"George","George",2
27540,"EAS",1834,"Ann","Ann",1
27541,"EAS",1834,"John","John",2
27541,"EAS",1834,"Ann","Ann",1
27542,"EAS",1834,"James","James",2
27542,"EAS",1834,"Sarah","Sarah",1
27543,"EAS",1834,"John","John",2
27543,"EAS",1834,"Margaret","Margaret",1
27544,"EAS",1834,"Thomas","Thomas",2
27544,"EAS",1834,"Mary","Mary",1
27545,"EAS",1834,"George","George",2
27545,"EAS",1834,"Jane","Jane",1
27546,"EAS",1834,"George","George",2
27546,"EAS",1834,"Elizabeth","Elizabet",1
27547,"EAS",1834,"Jacob","Jacob",2
27547,"EAS",1834,"Elizabeth","Elizabet",1
27548,"EAS",1834,"James","James",2
27548,"EAS",1834,"Mary","Mary",1
27549,"EAS",1834,"Lancelot","Lancelot",2
27549,"EAS",1834,"Ann","Ann",1
27550,"EAS",1834,"William","William",2
27550,"EAS",1834,"Catherine","Catherin",1
27551,"EAS",1834,"Robert","Robert",2
27551,"EAS",1834,"Dorothy","Dorothy",1
27552,"EAS",1835,"William","William",2
27552,"EAS",1835,"Mary","Mary",1
27553,"EAS",1835,"William","William",2
27553,"EAS",1835,"Rebecca","Rebecca",1
27554,"EAS",1835,"Henry","Henry",2
27554,"EAS",1835,"Alice","Alice",1
27555,"EAS",1835,"John","John",2
27555,"EAS",1835,"Jane","Jane",1
27556,"EAS",1835,"Ralph","Ralph",2
27556,"EAS",1835,"Hannah","Hannah",1
27557,"EAS",1835,"John","John",2
27557,"EAS",1835,"Hannah","Hannah",1
27558,"EAS",1835,"John","John",2
27558,"EAS",1835,"Ann","Ann",1
27559,"EAS",1835,"John","John",2
27559,"EAS",1835,"Hannah","Hannah",1
27560,"EAS",1835,"John","John",2
27560,"EAS",1835,"Jane","Jane",1
27561,"EAS",1835,"Edward","Edward",2
27561,"EAS",1835,"Margaret","Margaret",1
27562,"EAS",1835,"John","John",2
27562,"EAS",1835,"Mary","Mary",1
27563,"EAS",1835,"John","John",2
27563,"EAS",1835,"Mary","Mary",1
27564,"EAS",1835,"John","John",2
27564,"EAS",1835,"Jane","Jane",1
27565,"EAS",1835,"Robert","Robert",2
27565,"EAS",1835,"Mary","Mary",1
27566,"EAS",1835,"George","George",2
27566,"EAS",1835,"Elizabeth","Elizabet",1
27567,"EAS",1835,"Thomas","Thomas",2
27567,"EAS",1835,"Margaret","Margaret",1
27568,"EAS",1835,"Mark","Mark",2
27568,"EAS",1835,"Margaret","Margaret",1
27569,"EAS",1836,"John","John",2
27569,"EAS",1836,"Jane","Jane",1
27570,"EAS",1836,"Gilbert","Gilbert",2
27570,"EAS",1836,"Eleanor","Ellen",1
27571,"EAS",1836,"Richard","Richard",2
27571,"EAS",1836,"Eliza","Elizabet",1
27572,"EAS",1836,"Thomas","Thomas",2
27572,"EAS",1836,"Anne","Ann",1
27573,"EAS",1836,"John","John",2
27573,"EAS",1836,"Jane","Jane",1
27574,"EAS",1836,"Thomas","Thomas",2
27574,"EAS",1836,"Margaret","Margaret",1
27575,"EAS",1836,"Joseph","Joseph",2
27575,"EAS",1836,"Elizabeth","Elizabet",1
27576,"EAS",1836,"David","David",2
27576,"EAS",1836,"Jane","Jane",1
27577,"EAS",1836,"Charles","Charles",2
27577,"EAS",1836,"Elizabeth","Elizabet",1
27578,"EAS",1836,"John","John",2
27578,"EAS",1836,"Ann","Ann",1
27579,"EAS",1836,"William","William",2
27579,"EAS",1836,"Elizabeth","Elizabet",1
27580,"EAS",1836,"John","John",2
27580,"EAS",1836,"Ellinor","Ellen",1
27581,"EAS",1836,"Robert","Robert",2
27581,"EAS",1836,"Marianne","Mary",1
27582,"EAS",1836,"Mark","Mark",2
27582,"EAS",1836,"Mary","Mary",1
27583,"EAS",1836,"William","William",2
27583,"EAS",1836,"Harriet","Harriet",1
27584,"EAS",1836,"Thomas","Thomas",2
27584,"EAS",1836,"Anne","Ann",1
27585,"EAS",1836,"William","William",2
27585,"EAS",1836,"Susannah","Susan",1
27586,"EAS",1836,"Matthew","Matthew",2
27586,"EAS",1836,"Anne","Ann",1
27587,"EAS",1836,"Joseph","Joseph",2
27587,"EAS",1836,"Anne","Ann",1
27588,"EAS",1836,"Francis","Francis",2
27588,"EAS",1836,"Mary","Mary",1
27589,"EAS",1836,"John","John",2
27589,"EAS",1836,"Mary","Mary",1
27590,"EAS",1837,"George","George",2
27590,"EAS",1837,"Jane","Jane",1
27591,"EAS",1837,"John","John",2
27591,"EAS",1837,"Isabella","Isabella",1
27592,"EAS",1837,"John","John",2
27592,"EAS",1837,"Elizabeth","Elizabet",1
27593,"EAS",1837,"Thomas","Thomas",2
27593,"EAS",1837,"Sarah","Sarah",1
27594,"EAS",1837,"William","William",2
27594,"EAS",1837,"Jane","Jane",1
27595,"EAS",1837,"Joseph","Joseph",2
27595,"EAS",1837,"Jane","Jane",1
27596,"EAS",1837,"Ralph","Ralph",2
27596,"EAS",1837,"Jane","Jane",1
27597,"EAS",1837,"Joseph","Joseph",2
27597,"EAS",1837,"Jane","Jane",1
27598,"EAS",1837,"Peter","Peter",2
27598,"EAS",1837,"Jane","Jane",1
